sign,wrist_x,wrist_y,thumb_cmc_x,thumb_cmc_y,thumb_mcp_x,thumb_mcp_y,thumb_ip_x,thumb_ip_y,thumb_tip_x,thumb_tip_y,index_finger_mcp_x,index_finger_mcp_y,index_finger_pip_x,index_finger_pip_y,index_finger_dip_x,index_finger_dip_y,index_finger_tip_x,index_finger_tip_y,middle_finger_mcp_x,middle_finger_mcp_y,middle_finger_pip_x,middle_finger_pip_y,middle_finger_dip_x,middle_finger_dip_y,middle_finger_tip_x,middle_finger_tip_y,ring_finger_mcp_x,ring_finger_mcp_y,ring_finger_pip_x,ring_finger_pip_y,ring_finger_dip_x,ring_finger_dip_y,ring_finger_tip_x,ring_finger_tip_y,pinky_mcp_x,pinky_mcp_y,pinky_pip_x,pinky_pip_y,pinky_dip_x,pinky_dip_y,pinky_tip_x,pinky_tip_y
1,0.38022077083587646,1.0088733434677124,0.4485120177268982,0.9502453804016113,0.492072731256485,0.86026930809021,0.5098786354064941,0.7822626829147339,0.5161791443824768,0.7171232104301453,0.47616973519325256,0.8523921370506287,0.49655038118362427,0.70676189661026,0.5045424699783325,0.6111549139022827,0.5062769651412964,0.5331258773803711,0.41862279176712036,0.8462082147598267,0.4368867874145508,0.682020902633667,0.44928255677223206,0.5690993070602417,0.45970991253852844,0.47798633575439453,0.3577766418457031,0.8493055105209351,0.36833369731903076,0.7000939846038818,0.3788253664970398,0.5931276679039001,0.38977956771850586,0.507053792476654,0.29837512969970703,0.8589096069335938,0.2954397201538086,0.7553349733352661,0.30082035064697266,0.6844702959060669,0.30737048387527466,0.625025749206543
1,0.3370734751224518,0.9851844310760498,0.40646544098854065,0.9276244044303894,0.4584624171257019,0.8334720134735107,0.48385846614837646,0.7438876628875732,0.4903693199157715,0.6672703623771667,0.4798418879508972,0.8386622071266174,0.5196819305419922,0.6962095499038696,0.5360150933265686,0.5914536714553833,0.5429948568344116,0.5040700435638428,0.4305915832519531,0.8359459638595581,0.462607204914093,0.6742892265319824,0.47737768292427063,0.5530358552932739,0.486809104681015,0.4570692479610443,0.3717753291130066,0.8364827632904053,0.39428773522377014,0.6809419989585876,0.4084463119506836,0.5610476732254028,0.4212179183959961,0.46835869550704956,0.30809682607650757,0.8408629298210144,0.31781914830207825,0.7236199378967285,0.3280349373817444,0.631819486618042,0.3390321731567383,0.5560930967330933
1,0.36462756991386414,0.9533511996269226,0.4386753439903259,0.8826727271080017,0.4937266707420349,0.774366021156311,0.5193037390708923,0.6701290011405945,0.5256850123405457,0.5811803340911865,0.5158204436302185,0.7903064489364624,0.5453575849533081,0.6323530673980713,0.5542635917663574,0.5193206071853638,0.5544618368148804,0.42479830980300903,0.4647167921066284,0.7936565279960632,0.49180617928504944,0.606736958026886,0.4986189305782318,0.47248223423957825,0.501103937625885,0.3725709617137909,0.40081787109375,0.7972100377082825,0.42438435554504395,0.6180256605148315,0.4339437484741211,0.4919459819793701,0.44254833459854126,0.3985438346862793,0.33000972867012024,0.80003422498703,0.34348592162132263,0.6722349524497986,0.35342830419540405,0.5798161029815674,0.36422404646873474,0.5048139095306396
1,0.39654484391212463,0.9430994987487793,0.48310256004333496,0.8844566941261292,0.5457114577293396,0.80976402759552,0.5470415949821472,0.7677193880081177,0.5008910894393921,0.7441278100013733,0.5474443435668945,0.7592275738716125,0.5644290447235107,0.5793026685714722,0.5644789934158325,0.467489629983902,0.5614307522773743,0.3785727918148041,0.4884417653083801,0.7617936134338379,0.5072832703590393,0.5517661571502686,0.5136225819587708,0.4157128930091858,0.516607940196991,0.31507551670074463,0.42057961225509644,0.7700616121292114,0.4405045509338379,0.5767521858215332,0.4492458403110504,0.4556002616882324,0.4583408832550049,0.3657122254371643,0.34884703159332275,0.78221595287323,0.3556252717971802,0.6415252685546875,0.36556369066238403,0.5506035089492798,0.37697699666023254,0.47682225704193115
1,0.3996192514896393,0.9351834654808044,0.49625205993652344,0.8915388584136963,0.5624943375587463,0.8326859474182129,0.5618855357170105,0.8184159994125366,0.5065937638282776,0.8269045948982239,0.5574455857276917,0.7386779189109802,0.5757487416267395,0.557813286781311,0.5755864977836609,0.44453734159469604,0.5716304779052734,0.35307106375694275,0.4940195381641388,0.7393847107887268,0.5138795375823975,0.5295788049697876,0.5203351974487305,0.39399272203445435,0.5236765146255493,0.2909018397331238,0.42416030168533325,0.7486918568611145,0.4452732801437378,0.5531547665596008,0.45615288615226746,0.431501567363739,0.4674825072288513,0.33885204792022705,0.3538116216659546,0.7641443610191345,0.3612959384918213,0.6165978312492371,0.37441015243530273,0.5246719121932983,0.3889033794403076,0.4491288661956787
1,0.41986826062202454,0.9662067890167236,0.5223576426506042,0.9246052503585815,0.591202437877655,0.854637086391449,0.5762983560562134,0.8092719316482544,0.5092087984085083,0.8156920671463013,0.5652306079864502,0.7227335572242737,0.5801842212677002,0.5418139100074768,0.5797300338745117,0.4294407069683075,0.575496256351471,0.3373929262161255,0.49957796931266785,0.7215483784675598,0.513604462146759,0.5089359283447266,0.5194792151451111,0.374141663312912,0.5219956040382385,0.27261337637901306,0.42915308475494385,0.7363110780715942,0.4441721737384796,0.5386712551116943,0.4553176462650299,0.4149889647960663,0.46487361192703247,0.32203274965286255,0.3589719235897064,0.7606995105743408,0.36116325855255127,0.6068743467330933,0.3733556866645813,0.5107192993164062,0.38593992590904236,0.4307909309864044
1,0.4300786852836609,1.0260602235794067,0.5307601690292358,0.9776298999786377,0.6044348478317261,0.8765810132026672,0.588594913482666,0.7963707447052002,0.512082576751709,0.7999213337898254,0.5671341419219971,0.7134779691696167,0.5822635889053345,0.5317023992538452,0.5796893239021301,0.41746702790260315,0.5717843770980835,0.32222649455070496,0.5032827258110046,0.7067601084709167,0.5181306004524231,0.49797093868255615,0.5231039524078369,0.36458295583724976,0.5237805247306824,0.25963130593299866,0.43615859746932983,0.7226847410202026,0.4481469690799713,0.5246517658233643,0.45874807238578796,0.40188995003700256,0.46585047245025635,0.3044545352458954,0.36466190218925476,0.7559945583343506,0.36767494678497314,0.5980839133262634,0.3779917359352112,0.5004196166992188,0.38777652382850647,0.4150056838989258
1,0.42402026057243347,1.0603493452072144,0.5275478363037109,1.0159270763397217,0.6134713888168335,0.8994222283363342,0.6001325249671936,0.793511152267456,0.5181609392166138,0.7885298728942871,0.5645249485969543,0.7001881003379822,0.5834121108055115,0.5262672305107117,0.5841612815856934,0.4135423004627228,0.5791521668434143,0.3186053931713104,0.5009225010871887,0.6882604360580444,0.5191132426261902,0.4907546937465668,0.5261019468307495,0.35917988419532776,0.528410792350769,0.2509518563747406,0.43775078654289246,0.7051612734794617,0.45182615518569946,0.517301619052887,0.464373379945755,0.3994995951652527,0.47190892696380615,0.30341264605522156,0.3676757514476776,0.7437880635261536,0.375295490026474,0.5910621285438538,0.38575148582458496,0.49459922313690186,0.3937514126300812,0.4087781310081482
1,0.4116514325141907,1.0796222686767578,0.5229700207710266,1.0274913311004639,0.610015332698822,0.9007264971733093,0.5990830063819885,0.7844866514205933,0.5180003046989441,0.788178026676178,0.5601027607917786,0.697917103767395,0.5800527334213257,0.5253739356994629,0.5808571577072144,0.4135378301143646,0.5762791633605957,0.3164016008377075,0.4970534145832062,0.683380126953125,0.518341064453125,0.4876953065395355,0.5266298055648804,0.3584015667438507,0.5282115936279297,0.24888378381729126,0.43597400188446045,0.7003188133239746,0.45076102018356323,0.5150299668312073,0.46411722898483276,0.4001348912715912,0.4717313051223755,0.3028445243835449,0.3679669499397278,0.7416794896125793,0.3755173087120056,0.5894783735275269,0.38839465379714966,0.4936562180519104,0.39965716004371643,0.4066855311393738
1,0.42097046971321106,1.079324722290039,0.5303962230682373,1.0211834907531738,0.6146957874298096,0.9015192985534668,0.6054129600524902,0.7779566645622253,0.5303833484649658,0.7477489113807678,0.5633617639541626,0.6790049076080322,0.5776103734970093,0.5102207660675049,0.5753913521766663,0.40270012617111206,0.5690448880195618,0.3066444993019104,0.4983764886856079,0.6633581519126892,0.5147905945777893,0.4727870225906372,0.5199267864227295,0.3464042544364929,0.5193262696266174,0.23996219038963318,0.4354842007160187,0.6814308166503906,0.44431012868881226,0.5023788213729858,0.45544153451919556,0.38967248797416687,0.4619103670120239,0.295648992061615,0.3661018908023834,0.725249707698822,0.3713509440422058,0.5755654573440552,0.38156846165657043,0.4801860451698303,0.3912273049354553,0.39572930335998535
1,0.4202308654785156,1.0451565980911255,0.5268443822860718,0.9780819416046143,0.6052663922309875,0.855821430683136,0.5944534540176392,0.7335084676742554,0.5241255760192871,0.6960625648498535,0.5572654604911804,0.6471191644668579,0.5692218542098999,0.47839391231536865,0.5654430389404297,0.37379172444343567,0.5579470992088318,0.28164219856262207,0.49106916785240173,0.6313849687576294,0.5059829950332642,0.4430015981197357,0.5089300274848938,0.3185972273349762,0.5072972774505615,0.21534806489944458,0.4282808303833008,0.6467358469963074,0.43737441301345825,0.4706245958805084,0.44623899459838867,0.3599887192249298,0.4525889456272125,0.26809269189834595,0.35981428623199463,0.6875889897346497,0.36458224058151245,0.5452777147293091,0.3739379048347473,0.45582857728004456,0.38413935899734497,0.37592992186546326
1,0.409593403339386,1.0287585258483887,0.5187767148017883,0.97105872631073,0.604048490524292,0.837047815322876,0.592586100101471,0.7081263065338135,0.5208460092544556,0.6775320172309875,0.54981929063797,0.6178221702575684,0.5644075870513916,0.4531976580619812,0.5624666213989258,0.3463970422744751,0.5557258129119873,0.2533601224422455,0.4845639765262604,0.6011990904808044,0.5003135204315186,0.41657841205596924,0.5051100254058838,0.29100558161735535,0.5039318203926086,0.18734049797058105,0.4228712320327759,0.6165863871574402,0.4349655508995056,0.44521111249923706,0.4442949593067169,0.33422547578811646,0.44933760166168213,0.24155262112617493,0.35598111152648926,0.6584257483482361,0.3644183278083801,0.5181987285614014,0.37289437651634216,0.4299386441707611,0.38012221455574036,0.3502383828163147
